ID,Requisito,Processo,Subprocesso,Módulo,Submodulo,ID BPD,Nome BPD,Descrição,App ID,Atende,OBS,Acelerador,FIT/GAP/DELTA,Workshop,Workshop (bagunçado),SCOPE_ITEM,ID_GAP,GAP Descrição
563,12028,Expedição,Faturamento,QM,,QM - BPD007 - Qualidade nos combustíveis,BPD007 - Manufatura - Qualidade nos combustíveis,"Permitir o controle de boletins de conformidade da filial que contenham os últimos certificados de qualidade agrupados por data decrescente e imprimi-lo de forma agrupada. O boletim é gerado diariamente reunindo todos os últimos certificados dos produtos operados na base, este boletim possui um número sequencial.",,,GAP,,GAP,,,N/A,,
564,12029,Expedição,Faturamento,SD,QM,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),"Constar na NF o número do boletim de conformidade do dia. Nas observações da nota fiscal deve constar o
número do boletim de conformidade",,,Sim - 18,,GAP,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",N/A,,
565,12030,Expedição,Faturamento,SD,TD,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),Constar na NF o número dos lacres e número dos envelopes de amostra testemunha.,,,Sim - 18,,GAP,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",N/A,,
566,12031,Expedição,Faturamento,BP,QM,"BP - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Possibilitar  o cadastro dos químicos responsáveis pela geração dos certificados de qualidade. O cadastro de químicos responsáveis facilita o lançamento dos certificados de qualidade pois exibe os químicos já incluídos
para seleção.",,,Sim - 18,,,,ID 44 - Cliente (BP - Business Partner),,,
567,12032,Expedição,Carregamento,TD,SD,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  a  visualização  da  tabela  de  pedidos  liberados  da  filial  para  carregamento  durante  a  montagem  da carga, em seguida selecionar a transportadora desejada / disponível e o veículo.",,Atende,,,FIT,,,,,
568,12033,Expedição,Carregamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  realizar  a  compartimentação  de  cargas  para  carregamento  a  partir  dos  critérios  pré-definidos (restrições  de  horário,  tipo  de  veículo,  bomba  para  descarregamento,  etc) pela  companhia, da roteirização, dos pedidos de venda. Após a seleção do veículo que efetuará o transporte da carga, a compartimentação do mesmo deverá estar disponível para que os pedidos seja alocados automaticamente em cada compartimento e que obedeça as premissas de ordem de entrega, preferência, etc.",,Parcial,,,GAP,,,,,Durante a verificação da viagem deverá ser validada a Regra de compartimentação do veículo. Avaliar necessidade de automação da distribuição nos compartimentos
569,12034,Expedição,Carregamento,SD,TD,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),Permitir o faturamento das NFs somente após a liberação da carga no sistema.,,,,,,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",,,
570,12035,Expedição,Carregamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Possibilitar a emissão do arquivo de integração da ordem de carregamento para o sistema Sispetro WEB ou sistemas similares. Para a Sadipe e Best (bases armazenadoras), é utilizado o sistema Sispetro quer permite a integração via WebService (API). Quando não houver integração é necessário imprimir a ordem para entrega
na base de carregamento.",,Parcial,,,GAP,,,,,Impressão do formulário de Ordem de Carregamento
571,12037,Expedição,Carregamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir  a  impressão  dos  comprovantes de  entrega  a  partir  de  layout pré  definido.  Atualmente  é  impresso um comprovante de entrega onde estão listados todos os clientes da carga com seus respectivos produtos e divisões   dos   produtos   em   seus compartimentos   de   acordo   com   o   veículo   que   está   transportando   a mercadoria. Nesta ficha também constam os dados da nota fiscal e do condutor do veículo.,,Parcial,,,GAP,,,,,Realizar a emissão do Comprovante de entrega para acompanhamento da carga.
572,12038,Expedição,Carregamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a consulta dos caminhões disponíveis para carregamento considerando a integração com rastreador e exibir o posicionamento dos mesmos em um mapa eletrônico.,,Parcial,,,GAP,,,,,"Receber informações de GPS(latitude/longitude) e status do caminhão do sistema Onix
Adequação da solução de servidor de MAPA para o serviço do GOOGLE MAPS
Avaliar solução Implico de mapas"
573,12039,Expedição,Carregamento,QM,,QM - BPD006 - Qualidade no ARLA 32,BPD006 - Manufatura - Qualidade no ARLA 32,"Permitir o preenchimento e validação das informações da NF de recebimento e do boletim de conformidade
(Arla 32)",,,,,,,,,,
574,12041,Expedição,Descarga,HPM,,HPM - BPD004 - Gestão de Conversão e Manejo de Tanques (IS-Oil),BPD004 - OIL - Gestão de Conversão e Manejo de Tanques (IS-Oil),"Possibilitar  que  no momento  da  inserção  das informações da NF  de  recebimento  o sistema  disponibilize  os
bombeios, permita a seleção e cadastro das quantidades informadas em litros (L).",,Atende,,,FIT,,,,,
575,12042,Expedição,Descarga,MM,CO,MM - BPD003 - Processos de compras de combustíveis (incluir Entrega Futura),BPD003 - Suprimentos - Processos de compras de combustíveis (incluir Entrega Futura),"Possibilitar  que  após o lançamento e  liberação da NF  de  entrada do produto sejam geradas as informações referentes a contabilização, estoque, financeiro, etc.",,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
576,12044,Expedição,Transferências,MM,"SD, TM, TD, HPM, CO",MM - BPD001 - Administração de estoques (incluir MRP consumo),BPD001 - Compras - Administração de estoques (incluir MRP consumo),"Permitir  o  registro  de  nota  de  transferência  e  armazenagem  contendo  as  informações  de  número,  série, CFOP,  depósito  de  entrada,  depósito  de  saída,  vínculo  com  a  seleção  de  transportadora  (com  aplicação  do frete  e  seleção  do  motorista),  seleção  do  produto,  seleção  de  tributação,  observações  e  informações  para contabilização, e fornecer rastreamento das informações desde da origem até o destino.",,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
577,12045,Expedição,Descarga/Bombeios,FI,"MM, SD, FI",FI - BPD008 - Gestão do Contas a pagar (AP),BPD008 - Finanças - Gestão do Contas a pagar (AP),"Permitir  o  envio/e  ou  liberação  de  pagamento  ou  baixa  de  adiantamentos  das  notas  fiscais  de  compras  de produtos ou serviços, somente após a emissão da nota fiscal de remessa para armazenagem do terceiro.",,,,,,,,,,
578,12047,Expedição,Transferências,SD,"MM, TD,HPM","SD - BPD033 - Armazenagem Congêneres (IS-Oil, MM, SD, TM, FI)","BPD033 - CROSS - Armazenagem Congêneres (IS-Oil, MM, SD, TM, FI)","Permitir  a  movimentação  de  estoque  de  transferências  entre  depósitos  na  mesma  filial,  com nota  fiscal  de
retorno e remessa para armazenagem.",,,,,,,,,,
579,12055,Expedição,Aditivo e Corante,MM,SD,MM - BPD001 - Administração de estoques (incluir MRP consumo),BPD001 - Compras - Administração de estoques (incluir MRP consumo),Permitir o gerenciamento de estoque de aditivo e corante por filial.,,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
580,12056,Expedição,Aditivo e Corante,SOLUTIO,MM,SOLUTIO - BPD030 - Gestão Fiscal Outbound SOLUTIO para SAP,BPD030 - Fiscal - Gestão Fiscal Outbound SOLUTIO para SAP,Permitir a emissão de Nota Fiscal (NF) de transferência para aditivo e corante.,,,,,,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
537,12057,Expedição,Relatórios,TM,TD,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,Permitir a emissão do relatório geral de fretes.,/SCMTMS/WDA_POWL_OVP,Parcial,Verificar quais informações eles precisam nesse relatório,,GAP,,,,,
538,12058,Expedição,Relatórios,SD,C4C,"SD - BPD001 - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)","BPD001 - Comercial - Processo de Vendas (Venda de Combustível, Ativo, Serviço, Sucata)",Permitir a emissão do relatório de consulta de pedidos pendentes.,F1873,,,,,,,BD9,,
539,12059,Expedição,Relatórios,SD,C4C,SD - BPD005 - Localização Brasil (Impostos NF-e Saída),BPD005 - Comercial - Localização Brasil (Impostos NF-e Saída),"Permitir a emissão do relatório de NFs emitidas por período, filial, produto, etc.",,,,,,,"400 - Definição matriz tributária (overview cockpit de parâmetros fiscais: J1BTAX)
401 - Parâmetros fiscais e seus impactos",,,
540,12061,Expedição,Relatórios,QM,,QM - BPD007 - Qualidade nos combustíveis,BPD007 - Manufatura - Qualidade nos combustíveis,"Permitir a emissão do boletim de conformidade para uma data, filial e produtos específicos.",,,GAP,,GAP,,,N/A,,"Permitir a emissão do boletim de conformidade para uma data, filial e produtos específicos."
51,12062,Comex,Comex,FI,FI-GL,FI - BPD034 - Finanças,BPD034 - Comex - Finanças,Gestão de cotações de câmbio.,,,Detalhar,Sim - 3,,,,N/A,,
52,12063,Comex,Comex,FI,FI-GL,FI - BPD034 - Finanças,BPD034 - Comex - Finanças,Gestão de contratos de câmbio.,,,Detalhar,Sim - 3,,,,N/A,,
53,12064,Comex,Comex,CO,COPA,CO - BPD034 - Finanças,BPD034 - Comex - Finanças,Rentabilidade de cada operação de importação e exportação.,,,_ visao agrupada de importacao e exportacao considerando tambem os servicos de desembaraco aduaneiro e de agente de carga que cobre os seguros. Custo do frete tb eh part do calculo de custo. Considerar os dois modais pra formar o preco (maritimo e terrestre) mesmo quando compra nacionalizado,,,,,J55,,
54,12065,Comex,Comex,CO,,CO - BPD034 - Finanças,BPD034 - Comex - Finanças,Simulação de operações de importações e exportação e demonstração da rentabilidade prevista.,,,,,,,,J55,,
55,12066,Comex,Comex,FI,FI-GL,FI - BPD034 - Finanças,BPD034 - Comex - Finanças,"Criação de job para alimentação diária automática das tabelas de moeda, buscando as informações do Bacen.",,Não Atende,Interface com o Bacen,,GAP,,,,,
56,12067,Comex,Importação,MM,MM/SD,MM - BPD034 - Importação,BPD034 - Comex  - Importação,"Criar monitor  de importações considerando os seguintes  status: Proforma emitida, LI registrada, LI deferida (integração com o Siscomex), pagamento efetuado, Invoice emitida, DI registrada, canal de parametrização na Receita Federal, DI desembaraçada (integração com o Siscomex). Com opção de  anexos para cada etapa do processo.",,Parcial,GAP - interface,,GAP,,ID 71 - MM (t7)  Pedido de Compras,,,
57,12068,Comex,Exportação,SD,SD/MM/FI / SOLUTIO,SD - BPD034 - Exportação,BPD034 - Comex - Exportação,"Criar  monitor  de  exportações  considerando  os  seguintes  status:  Proforma  emitida,  produto  embarcado,
recebimento financeiro, DUE emitida (integração com o Siscomex), produto entregue. Com opção de anexos para cada etapa do processo.",,Nao Atende,COMEX nao faz parte do produto da Solutio. SD e MM de importacao e exportação pode ser integrado mas não toda a parte de desembaraço. Dessa forma entra como processo de nota fiscal normal,,GAP,,considerando o v,,Falar com Jackson,"Tipo de OV diferente para exportação, integração para o due nao esta disponivel sem ser com o TFS"
58,12069,Comex,Exportação,SD,SD/MM/FI / SOLUTIO,SD - BPD034 - Exportação,BPD034 - Comex - Exportação,"Criar  monitor  de  exportações  considerando  os  seguintes  status:  Proforma  emitida,  recebimento  financeiro, documento  de  exportação  emitido  (integração  com  o  Siscoserv),  produto  entregue.  Com  opção  de  anexos
para cada etapa do processo.",,Nao Atende,COMEX nao faz parte do produto da Solutio. SD e MM de importacao e exportação pode ser integrado mas não toda a parte de desembaraço. Dessa forma entra como processo de nota fiscal normal,,GAP,,,,Falar com Jackson,"Tipo de OV diferente para exportação, verificar integração para o due"
59,12070,Comex,Drawback,N/A,SD/MM/FI / SOLUTIO,N/A - BPD034 - Finanças,BPD034 - Comex - Finanças,"Criar  ferramenta  para  levantamento  de  dados  para  realização  de  Drawback,  com  base  nas  exportações
realizadas.",,Nao Atende,COMEX nao faz parte do produto da Solutio. SD e MM de importacao e exportação pode ser integrado mas não toda a parte de desembaraço. Dessa forma entra como processo de nota fiscal normal,,GAP,,,,Falar com Jackson,"provavel imposto retido, entender melhor"
60,12071,Comex,Comex,N/A,SD/MM/FI / SOLUTIO,N/A - BPD034 - Finanças,BPD034 - Comex - Finanças,Implementar solução para gestão de importações e exportações com fretes marítimos.,,Nao Atende,COMEX nao faz parte do produto da Solutio. SD e MM de importacao e exportação pode ser integrado mas não toda a parte de desembaraço. Dessa forma entra como processo de nota fiscal normal. Ja tem e funciona bem na usina para exportação e foi solicitado para importacao. ,,GAP,,,,Falar com Jackson,"Verificar com o Walter se atende maritimo. controle de imposto diferente quando trabalhamos com frete maritimo, aonde ele sai importa, agua nacional, internacional, passar estreito que tem ponte elevada, varios diferenciais"
840,13001,Logística,Transferências entre Filiais,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Possibilitar o controle e a consulta de ordens de carregamento/descarregamento ativos.,,Atende,,,FIT,,,,,
875,13002,Logística,Transferências entre Filiais,MM,TD,MM - BPD006 - Administração de estoques (incluir relatórios),BPD006 - Suprimentos - Administração de estoques (incluir relatórios),"Manter   histórico   e   rastreabilidade   de   eventos   de   cada   operação   de   transferência.   Ex:   Consulta   das transferências em trânsito, finalizadas, a iniciar, etc.",,,,,,,"ID 91 - MM (m9)  Administração de estoque (reservas, baixa de estoque, entradas em estoque, transferências e devoluções)",,,
876,13003,Logística,Transferências entre Filiais,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Possibilitar a consulta de disponibilidade de caminhão e motorista, no momento de montagem da carga.",,Atende,,,FIT,,,,,
877,13004,Logística,Transferências entre Filiais,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Possibilitar o registro de agendamento de viagem. Em ocasiões onde o veículo ainda não retornou de viagem e já pode ter uma nova viagem agendada. Ex: Frete de Retorno,,Atende,,,FIT,,,,,
878,13007,Logística,Transferências entre Filiais,MM,"TD, TM",MM - BPD003 - Processos de compras de combustíveis (incluir Entrega Futura),BPD003 - Suprimentos - Processos de compras de combustíveis (incluir Entrega Futura),"Possibilitar  a  consulta  da  programação/planejamento  mensal  fornecida  pelo  suprimentos.  Programação diária, semanal e mensal (Agenda de Transportes)",,,,,FIT,,"ID 92 - MM (t9)  Administração de estoque (MRP para consumo), lotes e estoque central",,,
879,13009,Logística,Transferências entre Filiais,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Possibilitar a programação de viagem sugerindo a melhor rota e aproveitamento da frota.,,Não Atende,,,GAP,,,,,
880,13010,Logística,Transferências entre Filiais,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a integração com o sistema especialista em rastreamento e controle de jornada.,,Parcial,,,GAP,,,,,
881,13011,Logística,Coletas / Entregas,TD,TM ,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Visualizar coletas e entregas a realizar por filial, produto e rota.",,Parcial,,,GAP,,,,,Possibilitar a consulta de mais de um tipo de documento no IDM que necessita de transporte.
882,13012,Logística,Coletas / Entregas,TD,TM ,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Atribuir coletas e entregas aos veículos, conforme rota, roteirização e volume.",,Parcial,,,GAP,,,,,Listar mais de um tipo de documento no IDM que necessita de transporte rodoviário para possibilitar programação de viagem.
883,13013,Logística,Coletas / Entregas,TD,SDM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir baixa das coletas e entregas. Possibilitar a baixa por meio da integração com o rastreador via macro.
(Padrão por APP)",,Não Atende,,,GAP,,,,,
884,13015,Logística,Coletas / Entregas,TD,SDM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir planejamento da necessidade de frota de coletas e distribuição e organizar os pedidos de vendas e pré-cadastros de rotas, roteirização, demanda e volumes.",,Não Atende,,,GAP,,,,,
885,13016,Logística,Coletas / Entregas,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a seleção de motorista e veículo a partir da consulta de disponibilidade.,,Atende,,,FIT,,,,,
886,13017,Logística,Coletas / Entregas,TD,"TM, SDM",TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Possibilitar a programação de viagem sugerindo a melhor rota e aproveitamento da frota. (ver 49),,Não Atende,,,GAP,,,,,Possibilitar a funcionalidade de sugestão de otimização de rota através do serviço de mapa Google Maps (Route planning no IDM? )
887,13018,Logística,Coletas / Entregas,TM,TD,TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),Possibilitar  a  alteração  no  valor  do  frete  do  cliente  anteriormente  a  venda  da  carga.  Tabela  de  fretes vinculada ao cliente.,,Atende,APP Tabelas de tarifas,,FIT,,,,,
888,13020,Logística,Coletas / Entregas,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a integração com o sistema especialista em rastreamento e controle de jornada.,,Atende,,,GAP,,,,,
889,13021,Logística,Coletas / Entregas,TD,"TM, SDM (IDM)",TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir saída da carga somente após liberação, montagem, definição do frete e roteirização.",,Atende,,,GAP,,,,,"Durante a verificação da viagem deverá ser informado se a rota estabelecida está de acordo com as regras da empresa (carga parcial, rota de uma cidade para outra estiver superior 50km, montar na boca errada o produto por exemplo uma boca de 5m colocar um produto de 2,5m)"
890,13022,Logística,Coletas / Entregas,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Possibilitar envio da ordem de carregamento (via eletrônica) para o fornecedor.,,Parcial,,,GAP,,,,,
891,13023,Logística,Coletas / Entregas,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a impressão do comprovante de entrega e da ordem de carregamento.,,Parcial,,,GAP,,,,,
892,13024,Logística,Setorização / Roteirização Automática,BP,"TD, C4C, SDM, KLASSFORR","BP - BPD004 - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","BPD004 - CROSS - Dados Mestres BP (Parceiro de Negócio)  (FI, CO, MM, SD, TM)","Permitir flexibilidade para criação / manutenção de setores, através de CEPs, coordenadas geográficas (roteirização).",,,Alinhar com Consultores TM,,,,ID 44 - Cliente (BP - Business Partner),,,
893,13025,Logística,Setorização / Roteirização Automática,TD,SDM,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a sugestão/alocação automática das coletas e entregas às respectivas rotas (otimização de recursos).,,Não Atende,,,GAP,,,,,Necessidade de otimizador. Possibilitar a funcionalidade de sugestão de otimização de rota através do serviço de mapa Google Maps
894,13027,Logística,Setorização / Roteirização Automática,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  calcular  o  volume  da(s)  rota(s).  Ex:  Possibilidade  de  definir  um  volume  para  um  determinada  rota
para adequação da frota disponível para entrega e fechamento da carga.",,Não Atende,,,GAP,,,,,
895,13028,Logística,Setorização / Roteirização Automática,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir  a parametrização de  regras de  roteirização por  distância (considerar  o raio de abrangência  da área de  entrega  a  partir  do  Cliente  Principal  da  carga,  cliente  principal  deve  conter  um  pedido  com  50%  da
capacidade do veículo). - CIF",,Não Atende,,,GAP,,,,,"Caso a viagem não esteja de acordo com as regras estabelecidas, permitir a liberação somente se o
programador tiver um perfil específico. Durante a verificação da viagem deverá ser informado se a rota estabelecida está de acordo com as regras da empresa (carga parcial, rota de uma cidade para outra estiver superior 50km, montar na boca errada o produto por exemplo uma boca de 5m colocar um produto de 2,5m)"
896,13029,Logística,Setorização / Roteirização Automática,TM,,TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),"Permitir o controle de gastos com pedágio confrontando o realizado versus a fatura das concessionárias. Ex: Todas  as  operações  realizadas  pela  frota  (entrega  ou  coleta)  devem  ficar  registradas  após  a  sua  realização com o valor previsto de pedágios utilizados e após isto possibilitar o confrontamento destas informações com
os pedágios realizados e também pelo rastreador.",,Parcial,"Verificar como o controle é feito hoje.Há possibilidades de trazer o gasto total com pedagio no app ""gestão de pagamento de frete""",,GAP,,,,,
897,13030,Logística,Rastreamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir o envio de mensagens (SMS, push notification, etc) integrando com o rastreador. (Padrão por APP)",,Parcial,,,GAP,,,,,
898,13031,Logística,Rastreamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),"Permitir    a    integração    de    tabelas    necessárias    para    as    operações    (coordenadas    geográfica    de clientes/fornecedores,   notas    fiscais,   clientes,   fornecedores,   etc).   Ex:   Possibilitar    a   visualização   das informações acerca da viagem contendo Nota Fiscal, Motorista, Cliente/Fornecedor, Placas, localização atual
do veículo, etc).",,Parcial,,,GAP,,,,,
899,13032,Logística,Rastreamento,TM,,TM - BPD004 - Planejamento de transportes - Transportadora,BPD004 - Transporte e Logística - Planejamento de transportes - Transportadora,"Permitir   o   gerenciamento   de   veículos,   possibilitando   o   rastreamento   das   passagens/permanência   dos
veículos por checkpoints preestabelecidos, de forma automatizada.",,Parcial,"Pegar mais detalhes (1- Como é feito esse gerenciamento?) (2- Qual a ferramenta de rastreamento utilizada hoje?) (3- Esse requisito é exclusivo por empresa? se sim, qual?)",,GAP,,,,,
900,13033,Logística,Rastreamento,TD,,TD - BPD003 - Gestão Operacional de Transportes (IS-Oil),BPD003 - OIL - Gestão Operacional de Transportes (IS-Oil),Permitir a consulta dos volumes diários/semanais/mensais de carregamento por cliente.,,Atende,Verificar outros módulos,,FIT,,,,,
901,13035,Logística,Fretes,SOLUTIO,TM,SOLUTIO - BPD030 - Gestão Fiscal Outbound SOLUTIO para SAP,BPD030 - Fiscal - Gestão Fiscal Outbound SOLUTIO para SAP,Permitir a emissão do conhecimento do frete após autorização da Receita Estadual (DACT),,,A CONFIRMAR,,,,,,,
902,13036,Logística,Fretes,TM,SD/MM,TM - BPD006 - Faturamento de Frete - Transportadora,BPD006 - Transporte e Logística - Faturamento de Frete - Transportadora,"Calcular e controlar IRF, INSS, SEST, SENAT, ISS, ICMS, Pedágios, entre outros.",VF03,,Pegar mais detalhes,,FIT,,,,,
903,13037,Logística,Fretes,TM,PM,TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),"Permitir  parametrização  de  tabelas  para  pagamento  de  fretes  (coletas/entregas,  tabelas  de  desconto),  por tipo  de  veículo,  município,  entre  outros.  Considerar  variáveis  relacionadas  ao  custo  logístico  (combustivel, pneu,  custo  manutenção  real,  etc)  na  formatação  das  tabelas  de  frete  de  forma  a  confrontar  os  custos
utilizados na tabela x os custos reais.",,Atende,APP tabela de tarifas,,GAP,,,,,"Permitir parametrização de tabelas para pagamento de fretes (coletas/entregas, tabelas de desconto), por tipo de veículo, município, entre outros. Considerar variáveis relacionadas ao custo logístico (combustível, pneu, custo manutenção real etc.) na formatação das tabelas de frete de forma a confrontar os custos utilizados na tabela x os custos reais.

Quando for montado uma carga no TM (Ordem de frete) o TM deverá consultar o programa a ser desenvolvido (Cockpit de frete) e inserir automaticamente o valor do frete na Ordem de frete no TM, o valor deverá ser sem a Margem, deverá ser criado uma condição denominada Margem onde o usuário deverá inserir manualmente o percentual, se o percentual for negativo deverá ser disparado um Workflow para aprovação. Quando este Workflow for disparado a Ordem de frete deverá ficar bloqueada com o Status Aguardando Aprovação.  Se o Workflow for aprovado a Ordem de frete será faturada para gerar o Pedido de compras do Frete em MM e a Folha de Registro de Serviço. Se o Workflow for reprovado a Ordem de frete deverá ser bloqueada com o Status Workflow reprovado. Se o percentual for positivo deverá ser somada ao valor do frete o percentual sobre o valor do frete."
904,13038,Logística,Fretes,TM,,TM - BPD004 - Planejamento de transportes - Transportadora,BPD004 - Transporte e Logística - Planejamento de transportes - Transportadora,"Controlar entregas realizadas e/ou pendentes por transportadora. No processo utilizado para pagamento de
fretes é necessária a comprovação da operação por meio do canhoto assinado.",,Parcial,"Pegar mais detalhes (1- Esse requisito é exclusivo por empresa? Se sim, qual?)",,GAP,,,,,Dispor um controle que permita armazenar as notas emitidas no Data Collation e atualização dos canhotos recebidos
905,13039,Logística,Fretes,TM,FI,TM - BPD003 - Distribuidoras,BPD003 -  Transporte e Logística- Faturamento de Frete - Distribuidoras,"Controlar pagamentos realizados e/ou pendentes por transportadora e por status do frete (comprovação de
entrega/canhoto assinado e recebido). Ex: Contas a Pagar",,Parcial,"Usuário precisa informar o SAP que o canhoto foi assinado, sendo assim, precisamos verificar como o canhoto assinado será inserido dentro do SAP TM, para que o frete seja liberado para o contas a pagar.",,GAP,,,,,
906,13040,Logística,Fretes,FI,AR/AP,FI - BPD008 - Gestão do Contas a pagar (AP),BPD008 - Finanças - Gestão do Contas a pagar (AP),"Permitir a criação de fatura agregando diversos conhecimentos de frete em um mesmo documento, tanto nos
fretes a pagar como nos fretes a receber",,,Agrupamento de faturas,,FIT,,,J59,,
907,13041,Logística,Fretes,TM,"FSCM-CLM, FI-AP",TM - BPD007 - Gestão de Preços de Frete (TM),BPD007 - Transporte  e Logistica - Gestão de Preços de Frete (TM),"Permitir  a  geração  automática  de  previsão  de  frete  a  pagar  (quando  envolver  terceiros/agregados)  no momento do registro (emissão/lançamento) da NF de saída/entrada. Ex: O frete gerado na negociação deverá ser disponibilizado por meio de consulta para que o mesmo seja conciliado com o valor do conhecimento da transportadora e apontar possíveis divergências. Possuir crítica em relação ao valor contratado versus o valor do CTe, exigindo justificativas e alçada para valores divergentes.",,Parcial,WRICEF 151 - a previsao eh via forecast. O cross check com o CTE faz parte da solucao total compliance. Precisa alinhar com solutio,,GAP,,,,,
908,13043,Logística,Fretes,SOLUTIO,TM,SOLUTIO - BPD029 - Gestão Fiscal Inbound SOLUTIO para SAP,BPD029 - Fiscal - Gestão Fiscal Inbound SOLUTIO para SAP,"Permitir a importação do conhecimento de frete eletrônico, nota de prestação de serviços de frete (XML).",,,"a solutio vai estar conectada na sefaz, eles precisam enviar o xml dos documentos emitidos contra os cnpjs da Potencial para que sejam processados no sap. repetido com o req 5094",,,,,,,
